,level_0,index,production_countries,popularity,vote_average,overview,genres,keywords,production_companies,weighted_rating,release_year,genre_embedding,keywords_embedding,production_comp_embedding,production_count_embedding
1723,1723,2074,['united states of america'],20.694,6.077,"['car', 'crash', 'criminal', 'psychologist', 'regains', 'consciousness', 'find', 'patient', 'mental', 'institution', 'currently', 'employs', 'seems', 'accused', 'murdering', 'memory', 'committing', 'crime', 'tries', 'regain', 'memory', 'convince', 'innocence', 'vengeful', 'spirit', 'uses', 'earthly', 'pawn', 'convinces', 'everyone', 'guilt']","['horror', 'thriller']","['amnesia', 'mental', 'institution', 'patient', 'trust', 'false', 'accusations', 'medication', 'gothic', 'mental', 'illness']",['dark castle entertainment'],6.503551014364323,2000s,"[-0.09121409  0.02587914 -0.01531499 -0.04622303  0.08938017  0.00597668
  0.08550879  0.15854183 -0.08380122  0.03990897]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],[-0.05975059  0.11664736  0.30252612  0.16662017  0.10153438],[-0.00639718  0.00790654  0.10568314  0.18369614 -0.19461927]
1724,1724,888,"['china', 'colombia', 'hungary', 'united states of america']",23.667,6.311,"['henry', 'brogan', 'elite', 'assassin', 'ready', 'call', 'quits', 'completing', 'job', 'plans', 'get', 'turned', 'upside', 'becomes', 'target', 'mysterious', 'operative', 'seemingly', 'predict', 'every', 'move', 'horror', 'brogan', 'soon', 'learns', 'man', 'trying', 'kill', 'younger', 'faster', 'cloned', 'version']","['science', 'fiction', 'action', 'adventure', 'thriller']","['hitman', 'clone']","['skydance', 'jerry bruckheimer films', 'alibaba pictures group', 'fosun pictures', 'paramount', 'gobierno de colombia', 'hungarian national film fund']",6.501543956065371,2010s,"[-0.09545892  0.07474363  0.05616949 -0.10945486  0.10405812 -0.05412256
  0.14236176  0.10860629 -0.14888456  0.00690605]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],[ 0.0241014   0.19067323  0.25875857 -0.03335355  0.03819602],[-0.00639718  0.00790654  0.10568314  0.18369614 -0.19461927]
1725,1725,1030,['united states of america'],36.476,6.283,"['characters', 'met', 'little', 'decade', 'ago', 'return', 'east', 'great', 'falls', 'high', 'school', 'reunion', 'one', 'weekend', 'discover', 'changed', 'time', 'distance', 'break', 'bonds', 'friendship']",['comedy'],"['husband', 'wife', 'relationship', 'sequel', 'family', 'reunion', 'masturbation', 'scat', 'high', 'school', 'reunion', 'quitting', 'job', 'milf', 'duringcreditsstinger']",['universal pictures'],6.500712654570311,2010s,"[ 0.03100099  0.10093358  0.14501892 -0.06470049  0.15324208 -0.07181194
  0.10246505  0.14827625 -0.1905656  -0.05469418]","[ 0.12107503  0.00519101  0.4478559  -0.1005726   0.15768678  0.14834997
  0.8017341   0.42581266 -0.59618855 -0.40041047]",[-0.07710093  0.4955496   0.6069332  -0.08535121 -0.1862877 ],[-0.00639718  0.00790654  0.10568314  0.18369614 -0.19461927]
1726,1726,1045,['united states of america'],28.429,6.28,"['trip', 'europe', 'new', 'york', 'city', 'cop', 'hairdresser', 'wife', 'scramble', 'solve', 'baffling', 'murder', 'aboard', 'billionaire', 'yacht']","['action', 'comedy', 'mystery']","['chase', 'yacht', 'cop', 'money', 'murder', 'monaco', 'inheritance', 'whodunit', 'troubled', 'marriage', 'wanted', 'formula', 'one']","['vinson films', 'endgame entertainment', 'tower hill entertainment', 'denver and delilah productions', 'happy madison productions']",6.500632138524339,2010s,"[ 0.04087766  0.04262849  0.07163307 -0.05978416  0.09860738 -0.04155402
  0.13135038  0.1280841  -0.12508614 -0.02217036]","[-0.01515959  0.17170131  0.64154613 -0.13128605  0.32295498  0.20056967
  0.56945825  0.46091565 -0.42727727 -0.57564116]",[ 0.11917753  0.06948162  0.14266032 -0.02433638 -0.10093675],[-0.00639718  0.00790654  0.10568314  0.18369614 -0.19461927]
1727,1727,1772,['united states of america'],21.885,6.143,"['boog', 'domesticated', 'grizzly', 'bear', 'finds', 'stranded', 'woods', 'days', 'open', 'season', 'forced', 'rely', 'elliot', 'mule', 'deer', 'two', 'form', 'unlikely', 'friendship', 'must', 'quickly', 'rally', 'forest', 'animals', 'form', 'army', 'hunters']","['animation', 'family', 'adventure', 'comedy']","['hunter', 'chase', 'bunny', 'garage', 'mountain', 'grizzly', 'bear', 'forest', 'deer', 'bear', 'hunt']","['sony pictures animation', 'columbia pictures']",6.500075612138899,2000s,"[-0.06036914  0.05880133  0.151811   -0.10061825  0.1392774  -0.05799212
  0.11642815  0.11241245 -0.14287676 -0.03550692]","[-0.00857738  0.09997759  0.80993336 -0.12575571  0.17444511  0.22293688
  0.4782116   0.40045625 -0.29762936 -0.6094638 ]",[ 0.17654915  0.1900836   0.20429388  0.04680819 -0.03631254],[-0.00639718  0.00790654  0.10568314  0.18369614 -0.19461927]
1728,1728,104,['france'],33.913,6.44,"['woman', 'accidentally', 'caught', 'dark', 'deal', 'turns', 'tables', 'captors', 'transforms', 'merciless', 'warrior', 'evolved', 'beyond', 'human', 'logic']","['action', 'science', 'fiction']","['artificial', 'intelligence', 'telepathy', 'intelligence', 'drug', 'mule', 'telekinesis', 'futuristic', 'drugs', 'super', 'power', 'tough', 'girl', 'surgery', 'brain', 'capacity', 'synthetic', 'drug', 'human', 'brain', 'amused']","['europacorp', 'canal+', 'ciné+', 'tf1 films production']",6.4994926977260175,2010s,"[-0.06369216  0.0700326   0.0372711  -0.08754642  0.11073189 -0.05478504
  0.15193796  0.10453057 -0.18154217  0.00093524]","[ 0.09277168  0.00691821  0.67840624 -0.2070224   0.10285273  0.32901308
  0.6230334   0.5598084  -0.22848763 -0.506406  ]",[ 0.09772249  0.36153206  0.33551234  0.03578157 -0.03661014],[ 0.15300386 -0.0270757  -0.08676045  0.135124   -0.10687503]
1729,1729,1931,['united states of america'],8.751,6.1,"['cop', 'john', 'kimble', 'gets', 'bargained', 'goes', 'undercover', 'kindergarten', 'teacher', 'get', 'goods', 'brutal', 'drug', 'lord', 'time', 'protecting', 'man', 'young', 'son', 'pitted', 'class', 'boisterous', 'moppets', 'whose', 'antics', 'try', 'patience', 'test', 'mettle', 'kimble', 'may', 'met', 'match', 'ways', 'one']",['comedy'],"['drug', 'dealer', 'dying', 'death', 'police', 'crime', 'fighter', 'kiss', 'kindergarten', 'education', 'teacher']","['universal pictures', 'imagine entertainment']",6.4993777447284415,1990s,"[ 0.03100099  0.10093358  0.14501892 -0.06470049  0.15324208 -0.07181194
  0.10246505  0.14827625 -0.1905656  -0.05469418]","[ 0.00629508  0.23756419  0.5734101  -0.04943094  0.38875845  0.42867157
  0.5521318   0.5136965  -0.32916576 -0.6878019 ]",[ 0.02810717  0.23033357  0.29731932 -0.06841383 -0.19518784],[-0.00639718  0.00790654  0.10568314  0.18369614 -0.19461927]
1730,1730,762,"['china', 'united states of america']",28.778,6.329,"['dangerous', 'former', 'operative', 'cia', 'drawn', 'hiding', 'uncover', 'hidden', 'truths', 'past']","['action', 'thriller', 'mystery', 'drama']","['assassin', 'cia', 'amnesia', 'casino', 'chase', 'greece', 'flashback', 'hacking', 'las', 'vegas', 'black', 'ops', 'rogue', 'agent', 'armored', 'vehicle', 'reykjavík', 'iceland', 'hdd']","['the kennedy/marshall company', 'captivate entertainment', 'pearl street films', 'perfect world pictures']",6.498002270329014,2010s,"[-0.02399597  0.04276324  0.03872138 -0.04938269  0.05147859 -0.04777687
  0.11963592  0.14444757 -0.09506568  0.00874078]","[ 0.00109753  0.04648779  0.74594015 -0.15190409  0.1004388   0.31023067
  0.624124    0.37495515 -0.274351   -0.464146  ]",[ 0.06744792  0.2171014   0.21707624 -0.11565796 -0.01321918],[-0.00639718  0.00790654  0.10568314  0.18369614 -0.19461927]
1731,1731,568,['united states of america'],45.092,6.358,"['rick', 'evelyn', 'connell', 'along', 'son', 'alex', 'discover', 'key', 'legendary', 'scorpion', 'king', 'might', 'fabled', 'bracelet', 'anubis', 'unfortunately', 'newly', 'resurrected', 'imhotep', 'designs', 'bracelet', 'well', 'kidnapping', 'new', 'bearer', 'alex', 'gain', 'control', 'anubis', 'otherworldly', 'army']","['adventure', 'action', 'fantasy']","['egypt', 'pyramid', 'son', 'mummy', 'nile', 'sequel', 'tomb', 'ancient', 'egypt', 'egyptian', 'tomb', 'good', 'versus', 'evil']","['universal pictures', 'alphaville films']",6.497964131079255,2000s,"[-0.03222845  0.07575373  0.0946174  -0.11447974  0.09275029 -0.05022557
  0.18243782  0.07890034 -0.16094027 -0.0877789 ]","[ 0.2114803  -0.15824914  0.7978138  -0.13992484  0.07327441  0.0583507
  0.7038553   0.46194202 -0.23929909 -0.38392264]",[-0.07710093  0.4955496   0.6069332  -0.08535121 -0.1862877 ],[-0.00639718  0.00790654  0.10568314  0.18369614 -0.19461927]
1732,1732,341,['united states of america'],7.797,6.396,"['wolverine', 'faces', 'ultimate', 'nemesis', 'tests', 'physical', 'emotional', 'mortal', 'limits', 'voyage', 'japan']","['action', 'science', 'fiction', 'adventure', 'fantasy']","['japan', 'samurai', 'world', 'war', 'superhero', 'mutant', 'based', 'comic', 'superhuman', 'duringcreditsstinger']","[""the donners' company"", '20th century fox']",6.497232868953129,2010s,"[-0.06097827  0.07855042  0.07051601 -0.11650586  0.10976501 -0.05068157
  0.16730186  0.08369931 -0.16030163 -0.03135994]","[ 0.17990041 -0.15916882  0.81829053 -0.15881719 -0.22979255  0.14279407
  0.6949818   0.43087816 -0.27037355 -0.27598286]",[-0.06138903  0.22550167  0.3649134  -0.08505216 -0.25389922],[-0.00639718  0.00790654  0.10568314  0.18369614 -0.19461927]
1733,1733,1328,['united states of america'],13.625,6.225,"['long', 'time', 'natalie', 'australian', 'architect', 'living', 'new', 'york', 'city', 'always', 'believed', 'seen', 'fantasy', 'thwarting', 'mugger', 'subway', 'station', 'knocked', 'fleeing', 'natalie', 'wakes', 'discovers', 'life', 'suddenly', 'become', 'worst', 'romantic', 'leading', 'lady']","['comedy', 'fantasy', 'romance']","['new', 'york', 'city', 'satire', 'romantic', 'comedy', 'parody', 'romance', 'spoof', 'low', 'self', 'esteem', 'alternative', 'present', 'alternative', 'world', 'censored', 'profanity']","['new line cinema', 'bron studios', 'broken road productions', 'camp sugar', 'creative wealth media finance']",6.496801523405874,2010s,"[ 0.01555618  0.08321962  0.08721498 -0.08251258  0.13716686 -0.0198155
  0.07283393  0.05828495 -0.11427077 -0.03044378]","[ 0.08777902  0.05735217  0.5342166  -0.1190533   0.22188139  0.28252882
  0.887888    0.38266388 -0.39787555 -0.19102138]",[-0.02103779  0.14838439  0.23190014  0.01773892  0.00180061],[-0.00639718  0.00790654  0.10568314  0.18369614 -0.19461927]
1734,1734,1209,['united states of america'],32.495,6.247,"['following', 'zombie', 'outbreak', 'las', 'vegas', 'group', 'mercenaries', 'take', 'ultimate', 'gamble', 'venturing', 'quarantine', 'zone', 'pull', 'greatest', 'heist', 'ever', 'attempted']","['action', 'crime', 'drama', 'horror', 'science', 'fiction', 'thriller', 'fantasy']","['casino', 'tiger', 'vault', 'mercenary', 'safe', 'heist', 'zombie', 'animals', 'apocalypse', 'zombie', 'las', 'vegas', 'widower', 'safecracker', 'booby', 'trap', 'casino', 'owner', 'walled', 'city', 'zombie', 'apocalypse', 'father', 'daughter', 'conflict', 'father', 'daughter', 'relationship', 'casino', 'heist']",['the stone quarry'],6.496775879998832,2020s,"[-0.05285577  0.0600119   0.04120809 -0.05517503  0.07390091 -0.03415559
  0.13209511  0.10546102 -0.13143948  0.0004804 ]","[ 0.05000612 -0.09979387  0.42168048  0.10615175  0.30464765  0.16659854
  0.8376511   0.30440617 -0.64686793 -0.49603042]",[0. 0. 0. 0. 0.],[-0.00639718  0.00790654  0.10568314  0.18369614 -0.19461927]
1735,1735,955,['united states of america'],35.559,6.289,"['emma', 'busy', 'doctor', 'sets', 'seemingly', 'perfect', 'arrangement', 'offers', 'best', 'friend', 'adam', 'relationship', 'one', 'rule', 'strings', 'attached', 'fling', 'becomes', 'thing', 'sex', 'friends', 'stay', 'best', 'friends']","['comedy', 'romance']","['parent', 'child', 'relationship', 'casual', 'meeting', 'sexual', 'humor', 'student', 'medicine', 'friends', 'open', 'relationship', 'best', 'friend', 'valentine', 'day', 'casual', 'sex', 'friends', 'love', 'duringcreditsstinger', 'fling', 'father', 'son', 'conflict']","['katalyst films', 'the montecito picture company', 'handsomecharlie films']",6.496529351730846,2010s,"[ 0.01221206  0.06211003  0.1056921  -0.04639729  0.14538781 -0.01811393
  0.0289707   0.05737915 -0.11272667  0.0039237 ]","[ 0.05633839  0.03019517  0.42164683 -0.02881927  0.28275982  0.1467046
  0.7665473   0.3828606  -0.63257945 -0.5125369 ]",[-0.05474212 -0.10699333  0.06111402  0.00971797 -0.00903763],[-0.00639718  0.00790654  0.10568314  0.18369614 -0.19461927]
1736,1736,1971,"['united states of america', 'united arab emirates']",26.369,6.081,"['construction', 'company', 'owner', 'john', 'matthews', 'learns', 'estranged', 'son', 'jason', 'arrested', 'drug', 'trafficking', 'facing', 'unjust', 'prison', 'sentence', 'first', 'time', 'offender', 'courtesy', 'mandatory', 'minimum', 'sentence', 'laws', 'jason', 'nothing', 'offer', 'leniency', 'good', 'conscience', 'desperately', 'john', 'convinces', 'dea', 'opportunistic', 'da', 'joanne', 'keeghan', 'let', 'go', 'undercover', 'help', 'make', 'arrests', 'big', 'enough', 'free', 'son', 'return', 'unwitting', 'help', 'employee', 'john', 'enters', 'narcotics', 'underworld', 'every', 'move', 'could', 'last', 'operation', 'demand', 'resources', 'wits', 'courage', 'survive']","['thriller', 'drama', 'action']","['prison', 'undercover', 'parent', 'child', 'relationship', 'arrest', 'based', 'true', 'story', 'drugs', 'agent', 'dea']","['exclusive media', 'participant', 'imagenation abu dhabi fz', 'front street productions', 'spitfire pictures']",6.493793597965502,2010s,"[-0.05682877  0.06290267  0.04269691 -0.035476    0.04165196 -0.06662712
  0.11785853  0.15787013 -0.14050303 -0.01898375]","[ 0.03532159  0.12649977  0.5338523  -0.01098582  0.20572953  0.29505515
  0.7219805   0.38959074 -0.43922472 -0.501699  ]",[-0.13520151  0.2969014   0.21579227  0.03628894  0.01219537],[-0.00639718  0.00790654  0.10568314  0.18369614 -0.19461927]
1737,1737,750,"['czech republic', 'united states of america']",45.54,6.324,"['famed', 'monster', 'slayer', 'gabriel', 'van', 'helsing', 'dispatched', 'transylvania', 'assist', 'last', 'valerious', 'bloodline', 'defeating', 'count', 'dracula', 'anna', 'valerious', 'reveals', 'dracula', 'formed', 'unholy', 'alliance', 'frankenstein', 'monster', 'exacting', 'curse', 'family']","['horror', 'adventure', 'action']","['transylvania', 'vampire', 'vatican', 'bite', 'castle', 'steampunk', 'werewolf', 'van', 'helsing', 'notre', 'dame', 'cathedral', 'century', 'hyde', 'frankenstein', 'dracula', 'fantasy']","['universal pictures', 'sommers company', 'the', 'stillking films']",6.493278719956123,2000s,"[-0.05039971  0.01572528  0.07481112 -0.05388466  0.08136524 -0.02502704
  0.17397028  0.1030189  -0.15759687 -0.05883043]","[ 0.15854695  0.11954263  0.65068895 -0.11757972  0.00738597  0.05218799
  0.83456695  0.48585153 -0.26191577 -0.320651  ]",[-0.02039968  0.3510037   0.32558304 -0.05752433 -0.02965529],[-0.00639718  0.00790654  0.10568314  0.18369614 -0.19461927]
1738,1738,1760,['united states of america'],36.648,6.134,"['dave', 'married', 'man', 'two', 'kids', 'loving', 'wife', 'mitch', 'single', 'man', 'prime', 'sexual', 'life', 'one', 'fateful', 'night', 'mitch', 'dave', 'peeing', 'fountain', 'lightning', 'strikes', 'switch', 'bodies']",['comedy'],"['jealousy', 'chance', 'change', 'wish', 'man', 'change', 'relationship']","['universal pictures', 'relativity media', 'original film', 'big kid pictures', 'rampage vfx']",6.493277938327163,2010s,"[ 0.03100099  0.10093358  0.14501892 -0.06470049  0.15324208 -0.07181194
  0.10246505  0.14827625 -0.1905656  -0.05469418]","[ 0.02568797  0.08348879  0.39763457 -0.04234269  0.21015865  0.14045948
  0.7654064   0.34044772 -0.6963091  -0.6054697 ]",[ 0.00160079  0.282019    0.26845017 -0.01844193 -0.06580662],[-0.00639718  0.00790654  0.10568314  0.18369614 -0.19461927]
1739,1739,1668,['united states of america'],22.574,6.15,"['taking', 'dying', 'father', 'advice', 'hal', 'dates', 'embodiments', 'female', 'physical', 'perfection', 'changes', 'hal', 'unexpected', 'guru', 'tony', 'robbins', 'intrigued', 'hal', 'shallowness', 'robbins', 'hypnotizes', 'seeing', 'beauty', 'exists', 'even', 'least', 'physically', 'appealing', 'women', 'hal', 'soon', 'falls', 'rosemary', 'realize', 'gorgeous', 'girlfriend', 'actually']","['comedy', 'romance']","['overweight', 'hypnosis', 'overweight', 'man', 'rejection', 'death', 'father', 'volunteer', 'overweight', 'woman', 'superficiality', 'obesity', 'hospital', 'dating', 'falling', 'love', 'fat', 'suit', 'dance', 'club', 'helping', 'children', 'physical', 'deformity', 'beauty', 'standards', 'superficial', 'attractiveness', 'disabled', 'person', 'inner', 'beauty', 'peace', 'corps', 'beauty', 'eye', 'beholder', 'beauty', 'skin', 'deep']","['20th century fox', 'conundrum entertainment']",6.492027292085904,2000s,"[ 0.01221206  0.06211003  0.1056921  -0.04639729  0.14538781 -0.01811393
  0.0289707   0.05737915 -0.11272667  0.0039237 ]","[ 0.02569866  0.07653643  0.4701491  -0.13514885  0.19799903  0.14937784
  0.76574725  0.40064487 -0.5321003  -0.4708218 ]",[ 0.0276906   0.4818214   0.52601224 -0.11796091 -0.32424453],[-0.00639718  0.00790654  0.10568314  0.18369614 -0.19461927]
1740,1740,1565,['united states of america'],46.671,6.17,"['combat', 'taken', 'toll', 'rambo', 'finally', 'begun', 'find', 'inner', 'peace', 'monastery', 'rambo', 'friend', 'mentor', 'trautman', 'asks', 'help', 'top', 'secret', 'mission', 'afghanistan', 'rambo', 'declines', 'must', 'reconsider', 'trautman', 'captured']","['action', 'adventure', 'thriller', 'war']","['submachine', 'gun', 'competition', 'machinegun', 'liberation', 'soviet', 'union', 'soviet', 'military', 'thailand', 'freedom', 'fighter', 'afghanistan', 'war', 'freedom', 'mujahid']","['tristar pictures', 'carolco pictures']",6.490960177754668,1980s,"[-0.0896962   0.06940907  0.07070655 -0.10272807  0.08323882 -0.05596055
  0.14087097  0.12041197 -0.14191185 -0.02400225]","[ 1.9976389e-02  8.2683429e-02  7.7671760e-01 -7.5288489e-04
  4.6848591e-02  2.8968194e-01  6.8245089e-01  3.4977400e-01
 -2.8093743e-01 -4.3075609e-01]",[-0.05476319  0.23937486  0.18042272 -0.10832687  0.0372054 ],[-0.00639718  0.00790654  0.10568314  0.18369614 -0.19461927]
1741,1741,496,['united states of america'],53.054,6.36,"['manny', 'diego', 'sid', 'embark', 'upon', 'another', 'adventure', 'continent', 'set', 'adrift', 'using', 'iceberg', 'ship', 'encounter', 'sea', 'creatures', 'battle', 'pirates', 'explore', 'new', 'world']","['animation', 'comedy', 'adventure', 'family']","['sequel', 'prehistory', 'seal', 'animal', 'melting', 'ice', 'floating', 'ice', 'land', 'bridge', 'era', 'glaciale', 'deriva']","['blue sky studios', '20th century fox animation', '20th century fox']",6.49082967276823,2010s,"[-0.06036914  0.05880133  0.151811   -0.10061825  0.1392774  -0.05799212
  0.11642815  0.11241246 -0.14287676 -0.03550692]","[ 0.19307713 -0.17265391  0.6753256  -0.03594655  0.08962489  0.15910351
  0.75543946  0.4518922  -0.21694782 -0.39789283]",[-0.04475081  0.2838468   0.30999586 -0.01116131 -0.12591843],[-0.00639718  0.00790654  0.10568314  0.18369614 -0.19461927]
